0,1,exists,score,recon-score,kl-score
/data/SharedData/segmentation/freesurfer_asegs/pac_8400_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8400_aseg.nii.gz,True,-4852117.0,377149.0,-5229266.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8401_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8401_aseg.nii.gz,True,-4708726.0,515616.56,-5224342.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8402_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8402_aseg.nii.gz,True,-4643562.0,574422.75,-5217984.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8403_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8403_aseg.nii.gz,True,-4744884.0,470102.75,-5214987.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8404_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8404_aseg.nii.gz,True,-4696462.5,520727.3,-5217190.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8405_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8405_aseg.nii.gz,True,-4337617.5,877626.0,-5215243.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8406_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8406_aseg.nii.gz,True,-4728405.0,495662.47,-5224067.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8407_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8407_aseg.nii.gz,True,-4696024.0,525747.3,-5221771.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8408_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8408_aseg.nii.gz,True,-4544056.0,667234.94,-5211291.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8409_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8409_aseg.nii.gz,True,-4692918.5,530293.0,-5223211.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8410_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8410_aseg.nii.gz,True,-4837126.0,393732.25,-5230858.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8411_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8411_aseg.nii.gz,True,-4751533.5,471966.7,-5223500.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8412_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8412_aseg.nii.gz,True,-4739666.0,478927.2,-5218593.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8413_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8413_aseg.nii.gz,True,-4690960.5,533773.9,-5224734.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8414_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8414_aseg.nii.gz,True,-4718608.5,500969.66,-5219578.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8415_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8415_aseg.nii.gz,True,-4753949.5,473060.1,-5227009.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8416_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8416_aseg.nii.gz,True,-4314461.0,888641.44,-5203102.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8417_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8417_aseg.nii.gz,True,-4593178.0,621874.9,-5215053.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8418_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8418_aseg.nii.gz,True,-4769788.5,453157.44,-5222946.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8419_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8419_aseg.nii.gz,True,-4684456.5,541770.5,-5226227.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8420_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8420_aseg.nii.gz,True,-4709302.5,518955.0,-5228257.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8421_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8421_aseg.nii.gz,True,-4677386.5,548558.6,-5225945.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8423_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8423_aseg.nii.gz,True,-4749552.0,468614.4,-5218166.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8424_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8424_aseg.nii.gz,True,-4356260.5,859150.56,-5215411.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8425_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8425_aseg.nii.gz,True,-4347322.5,870851.94,-5218174.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8426_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8426_aseg.nii.gz,True,-4716377.0,509414.88,-5225792.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8427_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8427_aseg.nii.gz,True,-4766048.5,453825.7,-5219874.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8428_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8428_aseg.nii.gz,True,-4636473.0,580848.0,-5217321.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8429_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8429_aseg.nii.gz,True,-4557852.5,659594.56,-5217447.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8430_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8430_aseg.nii.gz,True,-4707827.0,514154.9,-5221982.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8431_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8431_aseg.nii.gz,True,-4823115.5,409030.47,-5232146.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8432_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8432_aseg.nii.gz,True,-4869936.0,361298.84,-5231235.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8433_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8433_aseg.nii.gz,True,-4705291.0,517846.56,-5223137.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8434_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8434_aseg.nii.gz,True,-4777407.5,451481.97,-5228889.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8435_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8435_aseg.nii.gz,True,-4719186.0,500041.25,-5219227.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8436_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8436_aseg.nii.gz,True,-4708019.5,514552.94,-5222572.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8438_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8438_aseg.nii.gz,True,-4687860.0,528579.4,-5216439.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8439_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8439_aseg.nii.gz,True,-4187012.8,1027834.2,-5214847.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8440_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8440_aseg.nii.gz,True,-4685192.0,537212.94,-5222405.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8441_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8441_aseg.nii.gz,True,-4653497.5,566157.5,-5219655.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8442_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8442_aseg.nii.gz,True,-4746886.5,478313.03,-5225199.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8444_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8444_aseg.nii.gz,True,-4807961.5,413542.28,-5221504.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8445_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8445_aseg.nii.gz,True,-4685920.0,537761.75,-5223681.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8447_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8447_aseg.nii.gz,True,-4740122.5,480818.97,-5220941.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8448_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8448_aseg.nii.gz,True,-4714141.0,513904.88,-5228046.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8449_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8449_aseg.nii.gz,True,-4658264.0,561716.5,-5219980.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8450_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8450_aseg.nii.gz,True,-4700725.0,519255.06,-5219980.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8451_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8451_aseg.nii.gz,True,-4655696.5,563951.7,-5219648.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8452_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8452_aseg.nii.gz,True,-4719791.5,499598.6,-5219390.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8453_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8453_aseg.nii.gz,True,-4737700.5,485846.44,-5223547.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8454_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8454_aseg.nii.gz,True,-4768531.5,463133.44,-5231665.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8455_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8455_aseg.nii.gz,True,-4720431.5,493140.5,-5213572.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8457_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8457_aseg.nii.gz,True,-4763331.0,464072.12,-5227403.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8458_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8458_aseg.nii.gz,True,-4779097.5,446213.5,-5225311.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8459_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8459_aseg.nii.gz,True,-4643781.0,565134.0,-5208915.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8460_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8460_aseg.nii.gz,True,-4289401.5,916911.94,-5206313.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8462_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8462_aseg.nii.gz,True,-4702674.0,518111.8,-5220786.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8463_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8463_aseg.nii.gz,True,-4740762.5,478333.06,-5219095.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8464_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8464_aseg.nii.gz,True,-4673734.5,538598.94,-5212333.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8465_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8465_aseg.nii.gz,True,-4757466.0,462917.12,-5220383.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8466_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8466_aseg.nii.gz,True,-4744817.5,475981.56,-5220799.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8467_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8467_aseg.nii.gz,True,-4720892.0,498567.0,-5219459.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8468_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8468_aseg.nii.gz,True,-4713736.5,507142.44,-5220879.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8469_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8469_aseg.nii.gz,True,-4706042.0,515105.75,-5221148.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8470_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8470_aseg.nii.gz,True,-4674619.0,545203.75,-5219823.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8471_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8471_aseg.nii.gz,True,-4643133.0,574708.9,-5217842.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8472_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8472_aseg.nii.gz,True,-4693242.0,534673.9,-5227916.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8473_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8473_aseg.nii.gz,True,-4714330.5,505437.4,-5219768.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8474_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8474_aseg.nii.gz,True,-4813394.5,413020.44,-5226415.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8475_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8475_aseg.nii.gz,True,-4677773.0,545916.0,-5223689.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8476_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8476_aseg.nii.gz,True,-4608147.5,600836.94,-5208984.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8477_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8477_aseg.nii.gz,True,-4684680.5,544976.0,-5229656.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8478_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8478_aseg.nii.gz,True,-4797996.5,434479.6,-5232476.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8479_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8479_aseg.nii.gz,True,-4807678.5,423522.66,-5231201.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8480_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8480_aseg.nii.gz,True,-4708693.0,513301.47,-5221994.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8481_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8481_aseg.nii.gz,True,-4757331.0,466804.25,-5224135.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8482_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8482_aseg.nii.gz,True,-4695715.0,525669.25,-5221384.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8483_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8483_aseg.nii.gz,True,-4767645.0,460362.22,-5228007.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8484_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8484_aseg.nii.gz,True,-4788041.5,439078.4,-5227120.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8485_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8485_aseg.nii.gz,True,-4754545.0,468252.16,-5222797.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8486_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8486_aseg.nii.gz,True,-4743181.5,481913.1,-5225094.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8487_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8487_aseg.nii.gz,True,-4675636.0,543909.4,-5219545.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8488_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8488_aseg.nii.gz,True,-4194850.0,1021829.44,-5216679.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8491_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8491_aseg.nii.gz,True,-4364416.5,839454.7,-5203871.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8492_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8492_aseg.nii.gz,True,-4711939.0,510352.0,-5222291.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8493_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8493_aseg.nii.gz,True,-4623542.5,595381.6,-5218924.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8494_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8494_aseg.nii.gz,True,-4758092.5,462243.94,-5220336.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8495_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8495_aseg.nii.gz,True,-4724574.0,497096.8,-5221671.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8496_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8496_aseg.nii.gz,True,-4691989.0,529672.75,-5221662.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8497_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8497_aseg.nii.gz,True,-4672704.0,542001.0,-5214705.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8498_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8498_aseg.nii.gz,True,-4689347.5,530102.7,-5219450.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8499_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8499_aseg.nii.gz,True,-4719213.5,500575.34,-5219789.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8500_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8500_aseg.nii.gz,True,-4740914.0,483036.0,-5223950.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8502_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8502_aseg.nii.gz,True,-4711169.0,506493.0,-5217662.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8503_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8503_aseg.nii.gz,True,-4683527.0,538534.6,-5222061.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8505_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8505_aseg.nii.gz,True,-4609609.0,608511.06,-5218120.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8506_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8506_aseg.nii.gz,True,-4805113.0,418622.94,-5223736.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8507_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8507_aseg.nii.gz,True,-4739798.0,487941.38,-5227739.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8508_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8508_aseg.nii.gz,True,-4663362.5,553887.3,-5217250.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8510_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8510_aseg.nii.gz,True,-4725627.0,488093.8,-5213721.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8511_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8511_aseg.nii.gz,True,-4816373.5,407598.03,-5223971.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8513_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8513_aseg.nii.gz,True,-4737883.0,490731.0,-5228614.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8514_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8514_aseg.nii.gz,True,-4725669.0,494310.25,-5219979.0
/data/SharedData/segmentation/freesurfer_asegs/pac_8516_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8516_aseg.nii.gz,True,-4704144.0,518482.62,-5222626.5
/data/SharedData/segmentation/freesurfer_asegs/pac_8517_orig.nii.gz,/data/SharedData/segmentation/freesurfer_asegs/pac_8517_aseg.nii.gz,True,-4703817.0,512406.22,-5216223.0
